,zoneid,wealth index,crime index
21822,06679-50025967000,-0.89,-0.25
21823,09703-50025968400,-0.35,0.46
21824,09703-33005971500,0.6,-0.84
21825,09703-33005971600,-0.32,-0.19
21826,09703-50025968500,-0.67,1.74
21827,09703-50025968600,-0.4,0.7
21828,09703-50025968700,0.11,-0.8
21829,09703-50025968300,0.34,-0.86
21830,94375-,-0.86,0.87
21831,13348-,-0.09,-0.72
21832,34030-,-1.0,-0.76
21833,86788-17021958700,-0.66,-0.67
21834,86788-17021958500,-0.88,-0.3
21835,86788-17021959000,-0.22,-0.77
21836,86788-17021958600,0.1,-0.92
21837,86788-17021958200,-0.51,-0.49
21838,86788-17021958400,-0.77,-0.29
21839,86788-17021958300,-0.86,-0.49
21840,56872-,-0.54,-0.71
21841,26848-,-0.6,1.44
21842,07894-,-1.19,0.22
21843,55171-,-1.0,0.34
21844,31978-12105015402,-0.7,-0.63
21845,31978-12105015702,-0.91,-0.5
21846,31978-12105015802,-1.19,-0.32
21847,31978-12105015404,-0.06,-0.65
21848,31978-12105015801,-0.97,-0.51
21849,31978-12105015701,-0.87,-0.35
21850,77203-,-0.47,-0.73
21851,60598-,-0.86,-0.04
21852,28954-,-0.27,-0.43
21853,18343-,-0.48,-0.78
21854,34057-,,-0.4
21855,95860-,-0.79,2.93
21856,69103-,-0.91,-0.57
21857,86680-,-0.72,-0.3
21858,26902-32007950800,0.19,0.48
21859,26902-32007950900,0.22,0.07
21860,26902-32007951000,-0.39,0.47
21861,26902-32007950701,0.56,-0.27
21862,26902-32007951401,-0.17,-0.67
21863,26902-32007951300,-0.45,0.43
21864,80092-,-0.91,1.09
21865,06436-39091003900,-0.26,-0.79
21866,06436-39091003800,-0.28,-0.78
21867,06436-39091004500,-0.68,-0.36
21868,06436-39091004600,0.07,-0.53
21869,06436-39091004400,-1.0,-0.37
21870,09028-19015020500,-0.14,-0.82
21871,09028-19015020100,0.21,-0.78
21872,09028-19015020400,-0.49,-0.59
21873,09028-19015020200,-0.42,-0.51
21874,09028-19015020300,-0.34,-0.51
21875,15049-,-0.58,-0.42
21876,13321-28089030900,-0.59,-0.79
21877,13321-28089030500,-1.23,-0.36
21878,13321-28089030700,-0.97,-0.54
21879,13321-28089030800,-0.78,-0.64
21880,13321-28089030600,-0.97,-0.56
21881,45154-,-0.35,-0.48
21882,11674-19057000500,-0.87,1.71
21883,11674-19057001000,-0.23,-0.71
21884,11674-19057000400,-1.11,2.46
21885,11674-19057001100,-0.21,-0.62
21886,11674-19057000700,-0.1,-0.43
21887,11674-19057001200,-0.0,-0.62
21888,11674-19057000300,-0.87,1.12
21889,11674-19057000200,-0.85,0.87
21890,11674-19057000800,-0.31,1.01
21891,11674-17071973400,-0.16,-0.68
21892,11674-19057000600,-0.25,0.6
21893,11674-19057000900,-0.34,-0.11
21894,83143-51083930400,-0.51,-0.72
21895,83143-51083930600,-0.93,-0.11
21896,83143-51083930201,-0.9,-0.61
21897,83143-51083930301,-0.67,-0.74
21898,83143-51083930800,-0.83,0.72
21899,83143-51083930500,-0.6,-0.59
21900,83143-51083930302,-0.64,-0.71
21901,29332-,-0.73,-0.47
21902,28360-,-0.05,-0.73
21903,91810-,-1.06,-0.16
21904,10945-,-1.05,0.15
21905,19693-18177010700,0.17,-0.91
21906,19693-18041954500,-0.58,-0.75
21907,19693-18041954400,-1.25,-0.41
21908,19693-18041954600,-0.64,-0.75
21909,19693-18041954300,-0.83,-0.45
21910,19693-18041954200,-0.35,-0.78
21911,19693-18041954000,-0.23,-0.8
21912,19693-18041954100,-1.03,-0.45
21913,27901-,0.24,-0.19
21914,59923-,0.09,-0.55
21915,86842-,-0.64,-0.43
21916,14887-,-1.16,0.04
21917,25768-,-0.4,-0.77
21918,53308-,-1.02,0.37
21919,74854-,-1.05,0.05
21920,87166-,-0.96,0.6
21921,77027-,-0.38,-0.65
21922,81307-21211040301,-1.01,0.3
21923,81307-21211040101,0.1,-0.71
21924,81307-21211040102,-0.16,-0.68
21925,81307-21211040402,0.52,-0.7
21926,81307-21211040302,-0.83,0.07
21927,81307-21211040200,0.28,-0.59
21928,81307-21211040401,-0.77,0.07
21929,20530-,-0.94,-0.46
21930,02965-37101041001,-0.39,0.02
21931,02965-37101040901,-0.15,-0.48
21932,02965-37101040202,-0.39,-0.62
21933,02965-37101040203,0.29,-0.71
21934,78026-,1.2,-0.39
21935,97366-,-0.96,-0.6
21936,48785-,-0.59,-0.31
21937,58060-,-0.6,-0.61
21938,90595-,-0.79,-0.04
21939,50679-22047952700,-0.69,-0.3
21940,50679-22077952100,-0.59,-0.65
21941,50679-22047952600,-0.92,-0.41
21942,50679-22077952400,-0.63,-0.58
21943,73554-,-0.43,-0.6
21944,58469-,0.21,-0.68
21945,63109-,-0.68,-0.2
21946,01630-,-1.11,-0.44
21947,20719-,-0.65,-0.09
21948,95482-,0.25,-0.71
21949,21220-12105015401,-1.0,-0.63
21950,21220-12105015402,-0.7,-0.63
21951,21220-12105014400,-0.51,-0.48
21952,21220-12105015405,-1.04,-0.54
21953,21220-12105015404,-0.06,-0.65
21954,12808-,-0.76,0.73
21955,59545-,-0.95,-0.33
21956,03277-,-1.06,-0.09
21957,83368-,-0.6,-0.59
21958,27070-,-0.24,-0.49
21959,60473-,-0.86,-0.69
21960,23473-,0.05,-0.59
21961,48394-40031000402,-0.08,1.4
21962,48394-40031000300,-0.74,1.95
21963,48394-40031002001,-0.12,-0.25
21964,48394-40031001500,-1.12,2.09
21965,48394-40031000800,-0.63,2.02
21966,48394-40031000502,-0.3,-0.16
21967,48394-40031000100,-1.03,1.97
21968,48394-40031002005,-0.95,-0.11
21969,48394-40031000900,-0.63,0.72
21970,48394-40031000501,-0.71,1.14
21971,48394-40031000600,0.15,1.51
21972,48394-40031002403,-0.93,-0.34
21973,48394-40031002401,,-0.72
21974,48394-40031001901,-0.49,0.23
21975,48394-40031000401,-0.84,1.78
21976,48394-40031001902,-1.11,-0.04
21977,48394-40031002500,-1.29,1.82
21978,48394-40031000403,0.33,-0.26
21979,48394-40031002404,-0.68,-0.43
21980,48394-40031002301,0.36,-0.62
21981,90892-51700032300,-0.61,-0.34
21982,48394-40031002004,-0.32,-0.41
21983,61478-,-0.03,-0.7
21984,60895-45051051302,0.32,0.45
21985,60895-45051051501,-0.49,0.71
21986,60895-45051050303,1.46,2.59
21987,60895-37019020504,0.35,-0.84
21988,60895-45051980100,0.18,3.1
21989,60895-45051040102,-0.17,-0.17
21990,60895-45051050500,-0.75,4.56
21991,60895-45051040400,0.01,2.15
21992,60895-45051050600,-1.17,6.64
21993,60895-45051040105,-0.01,-0.11
21994,60895-45051051605,-0.16,-0.05
21995,60895-45051050402,0.52,2.05
21996,60895-45051040200,0.14,0.95
21997,60895-45051050900,-1.24,3.56
21998,60895-45051060102,-0.86,0.53
21999,60895-45051070200,-0.47,0.67
22000,60895-45051070500,-0.86,0.64
22001,60895-45051060209,-0.14,-0.03
22002,60895-37019020506,-0.35,-0.27
22003,60895-45051060403,-0.91,0.06
22004,60895-45051040103,-0.24,-0.16
22005,60895-37019020510,-0.25,-0.47
22006,60895-45051051406,-0.93,0.52
22007,60895-45051051405,-0.63,-0.01
22008,60895-45051060203,-0.25,0.05
22009,60895-45051050401,-0.13,6.54
22010,60895-45051051502,-0.55,0.45
22011,60895-45051060207,-0.16,-0.1
22012,60895-37019020512,1.36,0.78
22013,60895-45043920501,0.31,-0.44
22014,60895-45051051604,0.2,-0.18
22015,60895-45051060406,-0.35,-0.11
22016,60895-45051050200,0.35,-0.32
22017,60895-45051070400,-1.05,0.69
22018,60895-37019020509,-0.05,-0.59
22019,60895-45051060405,-0.82,1.34
22020,60895-45051040300,0.36,1.62
22021,60895-45051070300,-0.73,1.38
22022,60895-45051051202,-0.18,1.9
22023,60895-37019020507,-0.21,-0.78
22024,60895-37019020511,-0.22,-0.76
22025,60895-45051051201,0.21,0.64
22026,60895-45051051700,-0.35,1.78
22027,29008-,-1.3,-0.21
22028,43075-,-0.31,-0.48
22029,89920-08037000703,2.73,0.12
22030,89920-08037000503,1.92,-0.51
22031,89920-08037000702,3.17,-0.08
22032,89920-08037000701,1.48,0.16
22033,89920-08037000502,0.8,-0.76
22034,82387-,-0.73,-0.32
22035,69481-,-0.64,-0.13
22036,63541-,-0.02,-0.42
22037,70696-,-0.75,-0.38
22038,44128-,-1.3,-0.14
22039,02791-01095030300,-0.2,-0.89
22040,02791-01095030402,-0.39,-0.15
22041,02791-01043964100,-1.05,-0.56
22042,02791-01095030401,-0.58,0.47
22043,02791-01095030500,-0.33,-0.1
22044,21691-51047930400,-0.24,-0.72
22045,21691-51047930300,-0.16,-0.22
22046,21691-51047930101,-0.13,-0.71
22047,21691-51047930201,0.23,-0.44
22048,21691-51047930502,-0.29,-0.38
22049,21691-51047930501,0.56,-0.78
22050,12349-,-0.71,-0.81
22051,36396-,-0.99,-0.31
22052,69265-,-1.01,-0.49
22053,69886-39159050601,2.47,-0.82
22054,69886-39159050700,0.87,-0.81
22055,69886-39097040101,0.11,-0.79
22056,69886-39097040102,0.18,-0.69
22057,50095-,-0.61,-0.56
22058,04951-23019005000,-0.13,-0.41
22059,04951-23019006300,-0.91,0.08
22060,04951-23019940000,-0.9,-0.78
22061,04951-23019006100,-1.05,-0.3
22062,04951-23019006200,0.27,-0.7
22063,04951-23019002000,0.49,-0.73
22064,04951-23019010000,0.03,-0.78
22065,04951-23019031100,-0.1,-0.18
22066,04951-23019008001,-0.48,-0.79
22067,04951-23019000900,-0.91,0.43
22068,04951-23019003000,-0.07,-0.82
22069,04951-23019004100,-0.89,1.32
22070,04951-23019004300,-0.31,0.13
22071,04951-23019000500,-0.6,2.15
22072,04951-23019004200,-0.35,-0.08
22073,04951-23019000300,-0.1,0.26
22074,04951-23019009000,-0.31,-0.77
22075,04951-23019007100,-0.68,-0.5
22076,04951-23019007200,-0.53,-0.74
22077,04951-23019000700,0.09,0.03
22078,35029-,-0.64,-0.25
22079,79768-13051011600,-0.85,1.24
22080,79768-13051003601,-1.17,0.56
22081,79768-13051011106,1.08,-0.4
22082,79768-13051010806,-1.16,0.27
22083,79768-13051004209,-0.62,-0.46
22084,79768-13051011104,0.06,-0.08
22085,79768-13051010102,-0.28,-0.32
22086,79768-13051010803,-0.33,0.59
22087,79768-13051004211,-0.34,1.24
22088,79768-13051000601,-0.78,1.69
22089,79768-13051010603,-0.5,0.38
22090,79768-13051010101,0.55,-0.47
22091,79768-13051010200,-0.27,0.62
22092,79768-13051010809,0.36,-0.29
22093,79768-13051010808,-0.21,-0.1
22094,79768-13051004212,-0.57,0.46
22095,79768-13051980000,,0.12
22096,79768-13051011003,0.05,-0.08
22097,79768-13051010501,-0.88,0.24
22098,79768-13051011109,0.69,-0.55
22099,79768-13051010601,-0.9,1.68
22100,79768-13029920305,0.67,-0.56
22101,79768-13029920303,-0.59,0.02
22102,79768-13051010700,0.3,-0.52
22103,79768-13051011004,1.55,-0.67
22104,23311-12127090902,-0.27,-0.48
22105,23311-12127091020,-0.64,-0.42
22106,23311-12127090903,0.27,-0.59
22107,23311-12127091013,-0.48,-0.42
22108,23311-12127091026,-0.42,-0.32
22109,23311-12127090701,-0.37,-0.58
22110,23311-12127090307,-0.39,-0.07
22111,23311-12127090806,-0.83,1.06
22112,23311-12127091017,-0.59,-0.17
22113,23311-12127090702,-0.46,0.09
22114,23311-12127091027,-0.59,0.09
22115,23311-12127090804,-0.78,0.05
22116,23311-12127091019,-0.7,-0.45
22117,23311-12127091018,-0.61,-0.39
22118,23311-12127091022,-0.55,-0.59
22119,23311-12127090204,-0.07,-0.47
22120,23311-12127090904,-0.01,-0.57
22121,23311-12127090803,-0.37,-0.63
22122,23311-12127090805,-0.36,0.44
22123,23311-12127090101,-0.48,-0.68
22124,23311-12127091025,-0.55,-0.25
22125,23311-12127091023,-0.57,-0.26
22126,23311-12127090600,-1.13,2.73
22127,23311-12127090202,-0.46,-0.4
22128,23311-12127090305,-0.57,-0.57
22129,23311-12127091028,-0.58,-0.32
22130,23311-12127091024,-0.71,-0.56
22131,23311-12127090400,-0.6,1.45
22132,23311-12127090203,-0.89,-0.62
22133,23311-12127091029,-0.36,-0.66
22134,23311-12127091001,-0.42,-0.63
22135,23311-12127091016,-0.66,-0.04
22136,23311-12127091015,-0.63,-0.22
22137,23311-12127091021,-0.56,-0.6
22138,23311-12127090306,0.34,-0.52
22139,23311-12127090303,-0.57,-0.6
22140,23311-12127090304,-0.46,-0.1
22141,23311-12127091005,0.17,-0.67
22142,61705-39089751600,-0.53,0.46
22143,61705-39089753900,0.42,-0.46
22144,61705-39089757700,0.71,-0.81
22145,61705-39089754700,-0.42,-0.61
22146,61705-39089758300,-0.59,-0.36
22147,61705-39089759000,-1.35,1.22
22148,61705-39089750700,-1.09,1.91
22149,61705-39089758900,-0.33,-0.66
22150,61705-39089752200,-0.64,0.04
22151,61705-39089752500,-1.26,0.37
22152,61705-39089753300,-0.38,0.21
22153,61705-39089751900,-0.57,0.14
22154,61705-39127965800,-0.27,-0.82
22155,61705-39089758600,-0.1,-0.69
22156,61705-39045030200,-0.03,-0.56
22157,61705-39089754102,0.03,-0.55
22158,61705-39089753100,-0.59,0.4
22159,61705-39089754101,-0.46,-0.09
22160,61705-39089759100,0.34,-0.7
22161,95077-20173010802,-0.47,1.61
22162,95077-20173009506,0.07,1.61
22163,95077-20173009508,-0.33,-0.71
22164,95077-20173005502,-0.62,-0.02
22165,95077-20173009504,0.01,1.62
22166,95077-20173009512,0.08,1.9
22167,95077-20173010106,0.18,1.11
22168,95077-20173010107,-0.27,1.84
22169,95077-20173009401,-0.18,2.21
22170,95077-20173009402,-0.56,2.96
22171,95077-20173008300,-0.54,1.66
22172,95077-20173009511,-0.06,0.24
22173,95077-20173009510,0.36,-0.09
22174,95077-20173010111,0.12,-0.37
22175,95077-20173010005,-0.12,-0.5
22176,95077-20173010108,0.93,1.18
22177,95077-20173005501,-0.55,0.02
22178,95077-20173009603,-0.06,0.21
22179,95077-20173009802,0.15,-0.26
22180,95077-20173009505,0.54,1.5
22181,95077-20173010115,1.39,-0.11
22182,95077-20173009509,0.69,-0.46
22183,95077-20173005800,-1.2,-0.49
22184,95077-20173010002,0.75,-0.28
22185,95077-20173010001,1.07,-0.3
22186,95077-20015020202,0.04,-0.13
22187,95077-20173007800,-1.34,4.59
22188,95077-20173009801,-0.74,-0.29
22189,37162-51660000401,-0.28,0.02
22190,37162-51165011100,-0.5,-0.75
22191,37162-51165011700,-0.29,-0.77
22192,37162-51165011800,0.36,-0.78
22193,37162-51660000102,-0.57,0.18
22194,37162-51660000301,0.06,-0.31
22195,37162-51165011600,0.32,-0.75
22196,37162-51165011500,0.02,-0.75
22197,37162-51165011900,0.03,-0.75
22198,37162-51165011200,-0.2,-0.76
22199,37162-51660000302,-0.65,0.41
22200,37162-51660000402,-0.62,0.39
22201,37162-51660000207,-1.1,0.89
22202,37162-51660000203,-0.15,-0.19
22203,37162-51165010600,-0.16,-0.74
22204,37162-51165010500,-0.38,-0.67
22205,37162-51660000205,-0.61,0.33
22206,37162-51165011400,0.28,-0.71
22207,14212-,-0.45,-0.69
22208,18991-47119010801,-0.43,-0.07
22209,18991-47119010802,-0.61,0.01
22210,18991-47119010600,-0.89,0.71
22211,18991-47119010302,0.15,-0.59
22212,18991-47119010400,-0.43,0.19
22213,18991-47119010301,0.01,-0.68
22214,18991-47119011102,0.72,-0.28
22215,18991-47119010201,0.22,-0.51
22216,18991-47119010500,-0.81,0.32
22217,18991-47119010900,-0.18,-0.57
22218,18991-47119011001,-0.59,-0.5
22219,18991-47119010700,-0.95,1.71
22220,18991-47119011002,-0.69,-0.54
22221,10027-37175960100,-0.35,-0.64
22222,10027-37175960500,-0.75,-0.66
22223,10027-37175960401,0.06,-0.71
22224,10027-37175960300,-0.34,-0.41
22225,10027-37175960200,-0.65,-0.4
22226,10027-37175960402,0.13,-0.7
22227,93484-48367140407,0.69,-0.74
22228,93484-48367140411,-0.02,-0.66
22229,93484-48367140706,0.92,-0.69
22230,93484-48367140502,0.32,-0.59
22231,93484-48367140101,-0.44,-0.29
22232,93484-48367140200,-0.42,0.11
22233,93484-48367140602,-0.0,-0.65
22234,93484-48367140300,-0.21,-0.34
22235,93484-48367140501,-0.22,-0.58
22236,93484-48367140102,-0.71,-0.17
22237,93484-48367140705,0.61,-0.17
22238,93484-48367140704,1.49,-0.75
22239,93484-48367140703,1.26,-0.69
22240,37837-21193971000,-1.18,-0.68
22241,37837-21193970800,-0.97,-0.78
22242,37837-21193970600,-0.67,-0.1
22243,37837-21193970500,-0.77,-0.49
22244,37837-21193970700,-1.48,-0.65
22245,37837-21193970400,-0.94,-0.61
22246,85573-,0.04,-0.44
22247,21772-,-0.82,0.26
22248,80443-29159480500,-1.07,0.5
22249,80443-29159480600,-0.9,0.8
22250,80443-29159480400,-0.34,-0.64
22251,80443-29159480200,-0.45,-0.92
22252,80443-29159480100,-0.37,-0.77
22253,80443-29159481000,-0.69,0.04
22254,80443-29159480800,-0.76,1.81
22255,80443-29159480700,-0.91,0.4
22256,80443-29159481100,-0.63,0.38
22257,80443-29159480300,-0.72,-0.92
22258,21097-,-0.67,-0.41
22259,85843-,-0.98,-0.1
22260,97331-,0.47,-0.7
22261,85208-47093005302,-0.34,-0.39
22262,85208-47093005301,-0.52,-0.44
22263,85208-47089070800,-0.59,-0.68
22264,85208-47089070500,-0.77,-0.48
22265,85208-47155080101,-0.68,-0.47
22266,67969-,-1.0,0.2
22267,82360-,-0.67,-0.18
22268,71506-33015060000,1.48,-0.76
22269,71506-33015062500,1.14,-0.86
22270,71506-33015065008,0.24,-0.31
22271,71506-33015064000,2.19,-0.73
22272,71506-33015062000,0.89,-0.84
22273,71506-33015105100,0.66,-0.88
22274,71506-33015107400,0.97,-0.35
22275,71506-23031037000,0.59,-0.83
22276,71506-23031036002,1.05,-0.75
22277,71506-33015106400,0.93,-0.72
22278,71506-33015065006,1.68,-0.62
22279,71506-33015071000,2.69,-0.7
22280,71506-33015107200,0.51,-0.31
22281,71506-33015069300,1.68,-0.13
22282,71506-33017080100,1.52,-0.84
22283,71506-33015066000,1.01,-0.71
22284,71506-23031036001,1.07,-0.7
22285,71506-33015065005,0.82,-0.38
22286,71506-33015069100,2.33,0.35
22287,71506-33015061001,1.01,-0.76
22288,71506-33015107100,0.06,0.34
22289,71506-33015065007,1.55,-0.49
22290,71506-23031038002,0.65,-0.6
22291,71506-33015069700,2.94,-0.67
22292,71506-33015067502,0.56,-0.7
22293,71506-33015106200,0.05,-0.45
22294,71506-33015065001,1.22,-0.66
22295,71506-23031038001,0.56,-0.63
22296,71506-33015067000,1.65,-0.75
22297,71506-33015067501,0.5,-0.78
22298,05410-08045951803,1.02,-0.65
22299,05410-08045951804,1.29,-0.62
22300,80038-,-1.06,-0.32
22301,15805-,-1.11,-0.06
22302,37621-,-0.55,-0.66
22303,74881-,-0.61,-0.52
22304,08731-22117950700,-1.09,1.26
22305,08731-22117950101,-1.36,-0.21
22306,08731-22117950600,-0.79,-0.44
22307,08731-22117950800,-0.99,1.55
22308,08731-22117951000,-0.91,1.0
22309,08731-22117950900,-1.33,1.47
22310,85357-,-0.7,0.08
22311,56953-,-0.07,-0.7
22312,66134-,-0.13,-0.77
22313,22771-,-0.36,0.24
22314,47314-,-0.87,0.12
22315,65512-36077591100,-0.83,0.35
22316,65512-36077590800,,0.91
22317,65512-36077591400,-0.42,-0.77
22318,65512-36025970100,-0.66,-0.68
22319,65512-36077590900,-0.47,0.09
22320,65512-36077591200,-0.36,-0.35
22321,44857-12087972000,1.39,0.37
22322,77689-,-0.77,-0.42
22323,70507-39053954000,-0.53,0.73
22324,70507-54053955101,-0.82,-0.8
22325,70507-54053955000,-0.84,-0.46
22326,70507-39053953900,-0.68,-0.55
22327,70507-39053954100,-0.5,-0.16
22328,70507-54053954900,-0.62,-0.78
22329,62974-,-0.0,-0.55
22330,07948-,-0.52,-0.79
22331,46504-,-0.88,-0.79
22332,66322-,-0.89,-0.52
22333,54778-,-1.33,-0.53
22334,33814-37191001400,-1.05,2.46
22335,33814-37191002000,-1.32,1.51
22336,33814-37191001102,-0.27,-0.52
22337,33814-37191000401,-0.11,-0.58
22338,33814-37191000302,-0.73,-0.28
22339,33814-37191001200,-0.64,0.31
22340,33814-37191001800,-1.27,2.85
22341,33814-37191001101,-0.72,-0.39
22342,33814-37191000101,-0.61,-0.62
22343,33814-37191000500,-0.9,-0.37
22344,33814-37191000304,-0.74,-0.48
22345,33814-37191000602,-1.01,-0.39
22346,33814-37191000601,-1.3,0.01
22347,33814-37191000901,-0.8,-0.38
22348,33814-37191001500,-1.16,1.05
22349,33814-37191000902,-0.77,-0.27
22350,33814-37191001302,-0.52,0.44
22351,33814-37191001900,-1.14,2.84
22352,33814-37191000402,-0.93,-0.21
22353,33814-37191000102,0.07,-0.63
22354,33814-37191000303,-0.03,-0.59
22355,33814-37191001301,-0.47,0.17
22356,03115-,-1.07,0.39
22357,08866-,-0.87,-0.17
22358,80848-,-0.2,-0.62
22359,01873-,-0.9,-0.69
22360,37999-,-0.99,-0.51
22361,96508-,-1.21,-0.01
22362,80902-24003701400,2.04,-0.53
22363,80902-24003708001,1.38,-0.58
22364,80902-24003707002,0.85,-0.33
22365,80902-24003707001,1.25,-0.36
22366,42616-01127020600,-0.92,-0.56
22367,42616-01127020700,-0.28,-0.31
22368,42616-01127020400,-0.88,1.13
22369,42616-01127020100,-1.14,0.77
22370,42616-01127020300,-0.29,0.73
22371,42616-01127020200,-0.66,0.7
22372,23689-,-1.13,-0.29
22373,08650-,-0.84,-0.02
22374,53875-,-0.68,-0.44
22375,66106-,-1.21,0.72
22376,67510-,-0.73,-0.25
22377,13807-35015000300,0.01,1.28
22378,13807-35015000200,0.82,-0.43
22379,13807-35015000402,-0.75,1.1
22380,13807-35015000500,-0.8,0.91
22381,13807-35015000600,-0.38,-0.23
22382,13807-35015000100,-0.67,1.03
22383,13807-35015000401,-0.16,-0.21
22384,24688-,-0.11,-0.52
22385,84763-,-0.47,-0.2
22386,91891-,-0.55,-0.46
22387,30628-08069001112,0.69,-0.37
22388,30628-08069001708,0.34,-0.01
22389,30628-08069001602,0.79,0.26
22390,30628-08069001606,0.56,-0.32
22391,30628-08123002205,0.17,-0.05
22392,30628-08069001901,-0.02,0.06
22393,30628-08069001304,-1.19,-0.02
22394,30628-08069001308,0.99,-0.62
22395,30628-08069002011,0.98,-0.38
22396,30628-08069001704,0.02,0.33
22397,30628-08069002007,-0.09,0.12
22398,30628-08069001305,-0.1,0.2
22399,30628-08069001706,0.25,0.33
22400,30628-08069000402,0.48,0.04
22401,30628-08069000300,0.82,-0.5
22402,30628-08069001902,-0.04,0.15
22403,30628-08069001307,0.37,-0.34
22404,30628-08069002005,-0.12,1.03
22405,30628-08069001104,-0.2,0.62
22406,30628-08069002700,0.48,-0.43
22407,30628-08069001306,-0.47,-0.09
22408,30628-08069001601,0.2,-0.45
22409,30628-08069002008,0.34,0.16
22410,30628-08069001605,0.74,-0.26
22411,30628-08123002206,0.36,-0.59
22412,50014-,-0.35,-0.31
22413,26956-,-0.04,-0.66
22414,85195-,-0.44,-0.61
22415,15292-,-1.22,-0.67
22416,60436-,-0.55,-0.11
22417,17749-48339692900,-0.42,-0.23
22418,17749-48339692801,-0.5,-0.44
22419,17749-48291700200,-1.19,1.37
22420,17749-48291700100,-0.97,0.09
22421,17749-48291700300,-0.98,-0.13
22422,50662-,-0.5,-0.21
22423,05140-,-0.62,-0.85
22424,38404-,-1.15,-0.05
22425,05329-40147000500,-0.54,0.72
22426,05329-40147000600,-0.21,-0.01
22427,05329-40147000900,-1.28,0.73
22428,05329-40147000800,-0.68,0.76
22429,05329-40147001200,0.68,-0.62
22430,05329-40147000700,0.68,-0.33
22431,05329-40147000400,-0.4,-0.09
22432,05329-40147000200,-1.35,0.79
22433,05329-40147001100,-0.66,-0.44
22434,05329-40147000100,-1.09,0.02
22435,05329-40147000300,-1.15,1.38
22436,14671-,-0.12,-0.62
22437,35515-,-0.28,-0.8
22438,09973-,-0.48,-0.33
22439,61381-,-0.74,-0.22
22440,38080-,-0.38,-0.01
22441,08758-,-0.5,-0.64
22442,62461-,-0.39,-0.55
22443,51142-24009860900,0.65,-0.57
22444,51142-24009861001,1.96,-0.71
22445,51142-24009860801,1.26,-0.71
22446,51142-24009860802,0.7,-0.53
22447,45721-28007060200,-0.75,-0.68
22448,45721-28007060500,-0.88,-0.51
22449,45721-28007060600,-1.26,-0.41
22450,45721-28007060400,-0.78,-0.59
22451,45721-28007060300,-1.2,-0.43
22452,45721-28007060100,-0.92,-0.55
22453,30034-,-0.76,0.49
22454,81472-42107002400,-0.67,-0.9
22455,81472-42107001400,-0.57,-0.88
22456,81472-42107000601,-1.24,0.01
22457,81472-42107000900,-0.69,-0.79
22458,81472-42107000400,-0.89,-0.35
22459,81472-42107000700,-0.61,-0.71
22460,33922-,-0.52,-0.38
22461,58627-,-0.27,-0.78
22462,51850-,-0.47,-0.79
22463,34192-01097006600,-0.45,0.49
22464,34192-01097006502,-0.33,0.27
22465,34192-01097006501,-0.34,0.45
22466,34192-01097006702,-1.05,0.8
22467,97318-,-0.62,-0.42
